account_id,cluster
ACCT_016215,4
ACCT_016218,1
ACCT_016219,3
ACCT_016224,4
ACCT_016226,1
ACCT_016228,4
ACCT_016232,1
ACCT_016233,4
ACCT_016236,4
ACCT_016240,4
ACCT_016241,4
ACCT_016245,5
ACCT_016248,1
ACCT_016257,3
ACCT_016273,0
ACCT_016280,1
ACCT_016283,4
ACCT_016285,3
ACCT_016293,5
ACCT_016296,0
ACCT_016299,1
ACCT_016301,1
ACCT_016302,5
ACCT_016311,4
ACCT_016315,4
ACCT_016325,1
ACCT_016329,4
ACCT_016330,4
ACCT_016332,3
ACCT_016340,1
ACCT_016346,5
ACCT_016357,4
ACCT_016359,4
ACCT_016364,4
ACCT_016365,1
ACCT_016367,3
ACCT_016368,1
ACCT_016376,1
ACCT_016384,1
ACCT_016385,5
ACCT_016387,1
ACCT_016391,1
ACCT_016393,5
ACCT_016397,1
ACCT_016399,4
ACCT_016402,4
ACCT_016406,3
ACCT_016417,5
ACCT_016433,4
ACCT_016436,4
ACCT_016443,4
ACCT_016449,4
ACCT_016451,3
ACCT_016453,4
ACCT_016458,0
ACCT_016460,4
ACCT_016461,1
ACCT_016462,4
ACCT_016467,4
ACCT_016468,1
ACCT_016477,0
ACCT_016488,4
ACCT_016491,4
ACCT_016492,4
ACCT_016501,5
ACCT_016504,5
ACCT_016505,0
ACCT_016520,1
ACCT_016524,4
ACCT_016526,3
ACCT_016531,1
ACCT_016542,1
ACCT_016543,4
ACCT_016545,1
ACCT_016561,1
ACCT_016566,5
ACCT_016570,1
ACCT_016577,5
ACCT_016579,4
ACCT_016580,4
ACCT_016586,4
ACCT_016596,1
ACCT_016600,5
ACCT_016605,1
ACCT_016607,1
ACCT_016634,1
ACCT_016635,4
ACCT_016636,2
ACCT_016640,5
ACCT_016645,4
ACCT_016647,4
ACCT_016654,1
ACCT_016656,1
ACCT_016665,4
ACCT_016669,1
ACCT_016670,5
ACCT_016672,1
ACCT_016678,1
ACCT_016679,1
ACCT_016683,1
ACCT_016687,0
ACCT_016697,1
ACCT_016698,4
ACCT_016704,1
ACCT_016708,4
ACCT_016716,4
ACCT_016720,4
ACCT_016736,1
ACCT_016748,4
ACCT_016752,3
ACCT_016757,4
ACCT_016765,1
ACCT_016767,4
ACCT_016768,4
ACCT_016785,1
ACCT_016791,4
ACCT_016793,4
ACCT_016800,4
ACCT_016804,4
ACCT_016806,4
ACCT_016809,1
ACCT_016811,4
ACCT_016813,4
ACCT_016831,1
ACCT_016834,1
ACCT_016846,4
ACCT_016848,4
ACCT_016849,1
ACCT_016852,4
ACCT_016854,1
ACCT_016858,1
ACCT_016861,5
ACCT_016864,4
ACCT_016865,4
ACCT_016869,5
ACCT_016878,5
ACCT_016887,4
ACCT_016888,1
ACCT_016889,5
ACCT_016900,4
ACCT_016902,3
ACCT_016904,4
ACCT_016905,1
ACCT_016908,4
ACCT_016910,1
ACCT_016915,1
ACCT_016919,1
ACCT_016928,5
ACCT_016929,4
ACCT_016939,1
ACCT_016940,1
ACCT_016946,5
ACCT_016959,1
ACCT_016968,4
ACCT_016972,1
ACCT_016983,1
ACCT_017005,1
ACCT_017007,5
ACCT_017008,4
ACCT_017019,4
ACCT_017031,1
ACCT_017034,0
ACCT_017042,1
ACCT_017045,1
ACCT_017049,1
ACCT_017056,1
ACCT_017063,5
ACCT_017067,4
ACCT_017069,5
ACCT_017070,1
ACCT_017075,4
ACCT_017083,4
ACCT_017085,4
ACCT_017086,1
ACCT_017095,5
ACCT_017099,0
ACCT_017104,4
ACCT_017113,4
ACCT_017117,4
ACCT_017129,4
ACCT_017137,1
ACCT_017140,4
ACCT_017149,4
ACCT_017158,1
ACCT_017159,1
ACCT_017170,4
ACCT_017171,4
ACCT_017173,4
ACCT_017178,5
ACCT_017184,3
ACCT_017188,1
ACCT_017190,1
ACCT_017192,1
ACCT_017195,1
ACCT_017200,3
ACCT_017202,4
ACCT_017219,4
ACCT_017220,1
ACCT_017228,1
ACCT_017229,4
ACCT_017232,4
ACCT_017243,0
ACCT_017245,5
ACCT_017248,5
ACCT_017251,4
ACCT_017256,4
ACCT_017257,4
ACCT_017259,2
ACCT_017260,4
ACCT_017265,4
ACCT_017269,4
ACCT_017271,1
ACCT_017276,4
ACCT_017277,1
ACCT_017283,0
ACCT_017289,0
ACCT_017296,1
ACCT_017297,5
ACCT_017302,4
ACCT_017305,1
ACCT_017311,5
ACCT_017317,4
ACCT_017321,5
ACCT_017325,4
ACCT_017329,5
ACCT_017333,4
ACCT_017339,5
ACCT_017344,4
ACCT_017345,4
ACCT_017362,1
ACCT_017364,5
ACCT_017369,1
ACCT_017371,4
ACCT_017377,5
ACCT_017384,4
ACCT_017385,4
ACCT_017389,4
ACCT_017392,4
ACCT_017402,3
ACCT_017403,1
ACCT_017407,1
ACCT_017409,4
ACCT_017411,4
ACCT_017427,0
ACCT_017430,1
ACCT_017434,4
ACCT_017436,1
ACCT_017439,1
ACCT_017440,5
ACCT_017449,4
ACCT_017452,1
ACCT_017463,1
ACCT_017465,1
ACCT_017469,5
ACCT_017470,5
ACCT_017480,1
ACCT_017486,4
ACCT_017495,4
ACCT_017502,4
ACCT_017503,4
ACCT_017512,1
ACCT_017525,4
ACCT_017527,5
ACCT_017529,4
ACCT_017540,1
ACCT_017561,4
ACCT_017570,1
ACCT_017576,4
ACCT_017581,1
ACCT_017589,4
ACCT_017591,1
ACCT_017592,4
ACCT_017594,4
ACCT_017598,4
ACCT_017599,1
ACCT_017602,5
ACCT_017606,4
ACCT_017623,3
ACCT_017626,4
ACCT_017627,4
ACCT_017628,4
ACCT_017631,1
ACCT_017636,4
ACCT_017650,4
ACCT_017651,4
ACCT_017653,4
ACCT_017659,1
ACCT_017665,1
ACCT_017671,1
ACCT_017672,4
ACCT_017674,1
ACCT_017676,4
ACCT_017682,1
ACCT_017685,4
ACCT_017695,4
ACCT_017696,4
ACCT_017702,4
ACCT_017704,5
ACCT_017725,4
ACCT_017730,4
ACCT_017741,4
ACCT_017744,3
ACCT_017745,1
ACCT_017747,3
ACCT_017748,1
ACCT_017750,3
ACCT_017752,4
ACCT_017755,1
ACCT_017760,4
ACCT_017761,4
ACCT_017766,4
ACCT_017775,1
ACCT_017776,1
ACCT_017778,1
ACCT_017779,1
ACCT_017785,4
ACCT_017786,4
ACCT_017789,4
ACCT_017790,1
ACCT_017801,4
ACCT_017802,5
ACCT_017807,1
ACCT_017809,4
ACCT_017817,4
ACCT_017835,4
ACCT_017845,1
ACCT_017846,1
ACCT_017848,1
ACCT_017858,1
ACCT_017859,1
ACCT_017864,4
ACCT_017868,4
ACCT_017874,5
ACCT_017887,5
ACCT_017893,1
ACCT_017903,4
ACCT_017908,4
ACCT_017914,4
ACCT_017916,0
ACCT_017918,4
ACCT_017919,4
ACCT_017920,1
ACCT_017923,4
ACCT_017933,1
ACCT_017950,4
ACCT_017951,4
ACCT_017955,1
ACCT_017963,1
ACCT_017964,4
ACCT_017969,1
ACCT_017970,1
ACCT_017974,1
ACCT_017983,5
ACCT_017987,4
ACCT_017998,5
ACCT_018012,2
ACCT_018017,4
ACCT_018019,4
ACCT_018020,4
ACCT_018035,3
ACCT_018037,1
ACCT_018039,3
ACCT_018043,1
ACCT_018045,4
ACCT_018053,1
ACCT_018074,1
ACCT_018084,4
ACCT_018086,1
ACCT_018092,4
ACCT_018093,4
ACCT_018109,4
ACCT_018117,4
ACCT_018126,4
ACCT_018132,0
ACCT_018133,1
ACCT_018148,1
ACCT_018149,5
ACCT_018151,4
ACCT_018152,1
ACCT_018157,1
ACCT_018158,1
ACCT_018161,4
ACCT_018162,4
ACCT_018168,4
ACCT_018173,4
ACCT_018176,5
ACCT_018180,4
ACCT_018186,3
ACCT_018187,4
ACCT_018188,0
ACCT_018192,1
ACCT_018198,4
ACCT_018202,4
ACCT_018205,4
ACCT_018212,4
ACCT_018214,0
ACCT_018218,0
ACCT_018220,5
ACCT_018230,1
ACCT_018239,4
ACCT_018249,2
ACCT_018253,1
ACCT_018254,1
ACCT_018257,1
ACCT_018269,5
ACCT_018284,5
ACCT_018287,4
ACCT_018302,4
ACCT_018305,4
ACCT_018306,4
ACCT_018310,0
ACCT_018312,5
ACCT_018313,3
ACCT_018319,4
ACCT_018322,5
ACCT_018326,1
ACCT_018327,1
ACCT_018332,5
ACCT_018336,1
ACCT_018337,4
ACCT_018345,4
ACCT_018346,1
ACCT_018351,0
ACCT_018353,3
ACCT_018358,4
ACCT_018364,4
ACCT_018366,1
ACCT_018368,4
ACCT_018381,1
ACCT_018383,5
ACCT_018397,4
ACCT_018402,2
ACCT_018405,1
ACCT_018406,3
ACCT_018418,4
ACCT_018433,4
ACCT_018442,4
ACCT_018446,1
ACCT_018449,4
ACCT_018462,1
ACCT_018471,0
ACCT_018472,0
ACCT_018473,1
ACCT_018475,4
ACCT_018484,4
ACCT_018487,1
ACCT_018492,1
ACCT_018500,4
ACCT_018504,0
ACCT_018505,0
ACCT_018508,1
ACCT_018510,1
ACCT_018513,3
ACCT_018519,0
ACCT_018522,1
ACCT_018533,1
ACCT_018537,1
ACCT_018544,4
ACCT_018562,4
ACCT_018577,5
ACCT_018580,4
ACCT_018583,0
ACCT_018586,1
ACCT_018589,2
ACCT_018601,5
ACCT_018603,4
ACCT_018604,0
ACCT_018606,4
ACCT_018610,1
ACCT_018617,4
ACCT_018620,4
ACCT_018624,5
ACCT_018632,4
ACCT_018636,1
ACCT_018639,1
ACCT_018641,4
ACCT_018644,5
ACCT_018645,1
ACCT_018648,5
ACCT_018655,4
ACCT_018668,1
ACCT_018669,1
ACCT_018672,4
ACCT_018673,5
ACCT_018679,4
ACCT_018684,5
ACCT_018686,5
ACCT_018690,1
ACCT_018697,3
ACCT_018701,4
ACCT_018703,5
ACCT_018704,4
ACCT_018710,4
ACCT_018715,1
ACCT_018717,1
ACCT_018727,4
ACCT_018730,1
ACCT_018734,4
ACCT_018739,4
ACCT_018747,4
ACCT_018767,1
ACCT_018768,4
ACCT_018778,4
ACCT_018780,4
ACCT_018787,4
ACCT_018793,4
ACCT_018796,4
ACCT_018797,1
ACCT_018798,4
ACCT_018800,1
ACCT_018803,4
ACCT_018804,1
ACCT_018815,4
ACCT_018818,1
ACCT_018825,4
ACCT_018830,4
ACCT_018840,4
ACCT_018842,4
ACCT_018853,4
ACCT_018855,1
ACCT_018856,4
ACCT_018873,5
ACCT_018879,1
ACCT_018884,0
ACCT_018885,4
ACCT_018889,1
ACCT_018891,4
ACCT_018897,1
ACCT_018905,4
ACCT_018923,5
ACCT_018941,1
ACCT_018944,4
ACCT_018946,4
ACCT_018950,1
ACCT_018954,1
ACCT_018958,1
ACCT_018959,4
ACCT_018960,4
ACCT_018962,1
ACCT_018964,0
ACCT_018965,3
ACCT_018975,4
ACCT_018987,4
ACCT_019000,4
ACCT_019003,1
ACCT_019004,3
ACCT_019024,4
ACCT_019027,4
ACCT_019030,4
ACCT_019047,4
ACCT_019055,1
ACCT_019056,5
ACCT_019061,5
ACCT_019062,3
ACCT_019071,4
ACCT_019073,1
ACCT_019075,4
ACCT_019080,4
ACCT_019082,4
ACCT_019092,1
ACCT_019093,1
ACCT_019095,4
ACCT_019100,4
ACCT_019104,3
ACCT_019108,1
ACCT_019113,4
ACCT_019115,1
ACCT_019116,4
ACCT_019118,4
ACCT_019120,4
ACCT_019122,1
ACCT_019124,4
ACCT_019146,0
ACCT_019154,4
ACCT_019155,5
ACCT_019159,5
ACCT_019160,4
ACCT_019173,1
ACCT_019176,4
ACCT_019182,5
ACCT_019183,1
ACCT_019187,1
ACCT_019188,4
ACCT_019189,1
ACCT_019194,4
ACCT_019196,1
ACCT_019200,4
ACCT_019208,4
ACCT_019209,4
ACCT_019213,4
ACCT_019221,1
ACCT_019225,4
ACCT_019229,4
ACCT_019230,1
ACCT_019237,4
ACCT_019246,3
ACCT_019255,4
ACCT_019256,1
ACCT_019271,5
ACCT_019278,4
ACCT_019283,4
ACCT_019290,1
ACCT_019295,3
ACCT_019302,4
ACCT_019327,1
ACCT_019328,4
ACCT_019339,4
ACCT_019342,4
ACCT_019345,0
ACCT_019347,1
ACCT_019348,4
ACCT_019353,1
ACCT_019377,5
ACCT_019380,1
ACCT_019386,1
ACCT_019389,1
ACCT_019391,1
ACCT_019392,1
ACCT_019399,4
ACCT_019400,1
ACCT_019403,1
ACCT_019406,4
ACCT_019409,1
ACCT_019422,4
ACCT_019426,4
ACCT_019438,4
ACCT_019439,4
ACCT_019447,4
ACCT_019453,4
ACCT_019466,5
ACCT_019469,1
ACCT_019470,4
ACCT_019475,4
ACCT_019476,0
ACCT_019477,4
ACCT_019478,4
ACCT_019489,4
ACCT_019491,4
ACCT_019503,4
ACCT_019522,4
ACCT_019530,5
ACCT_019536,1
ACCT_019541,4
ACCT_019542,4
ACCT_019546,1
ACCT_019550,2
ACCT_019556,0
ACCT_019565,4
ACCT_019567,1
ACCT_019568,1
ACCT_019570,4
ACCT_019572,0
ACCT_019584,4
ACCT_019588,1
ACCT_019591,4
ACCT_019592,1
ACCT_019593,1
ACCT_019594,4
ACCT_019598,4
ACCT_019609,4
ACCT_019614,1
ACCT_019615,4
ACCT_019621,1
ACCT_019622,4
ACCT_019645,4
ACCT_019646,0
ACCT_019647,3
ACCT_019663,5
ACCT_019665,1
ACCT_019666,4
ACCT_019668,1
ACCT_019669,4
ACCT_019671,1
ACCT_019675,5
ACCT_019679,1
ACCT_019682,1
ACCT_019684,1
ACCT_019689,4
ACCT_019695,4
ACCT_019711,1
ACCT_019715,1
ACCT_019718,1
ACCT_019722,4
ACCT_019723,4
ACCT_019724,4
ACCT_019725,4
ACCT_019729,1
ACCT_019735,1
ACCT_019737,5
ACCT_019754,4
ACCT_019758,4
ACCT_019767,4
ACCT_019771,4
ACCT_019775,1
ACCT_019783,4
ACCT_019785,1
ACCT_019793,4
ACCT_019794,4
ACCT_019809,0
ACCT_019814,1
ACCT_019819,3
ACCT_019820,1
ACCT_019826,4
ACCT_019830,2
ACCT_019831,5
ACCT_019833,1
ACCT_019841,5
ACCT_019858,1
ACCT_019865,1
ACCT_019866,3
ACCT_019876,4
ACCT_019882,4
ACCT_019883,4
ACCT_019886,1
ACCT_019888,4
ACCT_019890,1
ACCT_019893,4
ACCT_019897,0
ACCT_019910,3
ACCT_019911,4
ACCT_019914,4
ACCT_019919,4
ACCT_019923,3
ACCT_019928,1
ACCT_019929,3
ACCT_019939,4
ACCT_019942,5
ACCT_019944,4
ACCT_019952,1
ACCT_019955,3
ACCT_019958,4
ACCT_019963,4
ACCT_019966,0
ACCT_019970,4
ACCT_019977,4
ACCT_019988,1
ACCT_019989,1
ACCT_019994,1
ACCT_019997,4
ACCT_019998,4
ACCT_020001,4
ACCT_020002,1
ACCT_020004,4
ACCT_020012,4
ACCT_020015,4
ACCT_020016,5
ACCT_020025,1
ACCT_020026,5
ACCT_020027,1
ACCT_020044,4
ACCT_020055,4
ACCT_020057,5
ACCT_020077,4
ACCT_020079,3
ACCT_020083,4
ACCT_020085,4
ACCT_020091,1
ACCT_020093,5
ACCT_020094,4
ACCT_020095,1
ACCT_020101,1
ACCT_020105,1
ACCT_020110,1
ACCT_020111,1
ACCT_020121,4
ACCT_020122,2
ACCT_020127,3
ACCT_020130,4
ACCT_020131,1
ACCT_020132,4
ACCT_020139,5
ACCT_020140,4
ACCT_020141,1
ACCT_020142,4
ACCT_020143,4
ACCT_020145,4
ACCT_020153,4
ACCT_020163,4
ACCT_020177,4
ACCT_020178,4
ACCT_020179,4
ACCT_020181,4
ACCT_020183,4
ACCT_020188,4
ACCT_020200,4
ACCT_020201,4
ACCT_020205,4
ACCT_020206,4
ACCT_020207,1
ACCT_020213,3
ACCT_020220,5
ACCT_020228,1
ACCT_020241,0
ACCT_020248,4
ACCT_020261,4
ACCT_020263,0
ACCT_020265,4
ACCT_020272,0
ACCT_020278,4
ACCT_020279,1
ACCT_020283,5
ACCT_020287,1
ACCT_020289,1
ACCT_020290,4
ACCT_020299,4
ACCT_020313,4
ACCT_020314,1
ACCT_020323,4
ACCT_020324,5
ACCT_020325,1
ACCT_020328,1
ACCT_020332,4
ACCT_020333,4
ACCT_020335,4
ACCT_020347,4
ACCT_020353,4
ACCT_020355,1
ACCT_020359,1
ACCT_020367,1
ACCT_020370,1
ACCT_020375,4
ACCT_020376,1
ACCT_020377,5
ACCT_020383,1
ACCT_020387,1
ACCT_020393,4
ACCT_020397,4
ACCT_020398,4
ACCT_020400,1
ACCT_020401,1
ACCT_020413,1
ACCT_020418,4
ACCT_020427,4
ACCT_020436,0
ACCT_020444,4
ACCT_020450,0
ACCT_020455,1
ACCT_020463,4
ACCT_020473,1
ACCT_020474,4
ACCT_020475,1
ACCT_020479,1
ACCT_020483,4
ACCT_020488,1
ACCT_020489,1
ACCT_020497,4
ACCT_020505,5
ACCT_020506,1
ACCT_020511,1
ACCT_020514,4
ACCT_020523,3
ACCT_020525,4
ACCT_020526,1
ACCT_020527,1
ACCT_020530,1
ACCT_020535,4
ACCT_020540,1
ACCT_020544,4
ACCT_020545,1
ACCT_020546,4
ACCT_020547,1
ACCT_020556,1
ACCT_020561,4
ACCT_020562,4
ACCT_020567,4
ACCT_020571,4
ACCT_020576,5
ACCT_020597,4
ACCT_020609,4
ACCT_020612,0
ACCT_020617,4
ACCT_020622,5
ACCT_020625,1
ACCT_020629,4
ACCT_020638,0
ACCT_020645,3
ACCT_020646,1
ACCT_020651,5
ACCT_020662,1
ACCT_020667,1
ACCT_020671,1
ACCT_020672,4
ACCT_020675,4
ACCT_020676,4
ACCT_020677,4
ACCT_020678,1
ACCT_020680,1
ACCT_020681,4
ACCT_020682,4
ACCT_020686,1
ACCT_020687,4
ACCT_020691,4
ACCT_020693,4
ACCT_020695,1
ACCT_020704,5
ACCT_020705,4
ACCT_020716,4
ACCT_020735,1
ACCT_020737,4
ACCT_020739,5
ACCT_020740,4
ACCT_020748,4
ACCT_020749,4
ACCT_020758,4
ACCT_020759,4
ACCT_020767,5
ACCT_020771,4
ACCT_020773,4
ACCT_020786,4
ACCT_020789,4
ACCT_020801,4
ACCT_020808,4
ACCT_020810,4
ACCT_020812,4
ACCT_020822,4
ACCT_020827,4
ACCT_020837,5
ACCT_020839,4
ACCT_020842,4
ACCT_020846,1
ACCT_020852,1
ACCT_020859,2
ACCT_020863,4
ACCT_020865,4
ACCT_020869,1
ACCT_020871,0
ACCT_020883,1
ACCT_020885,1
ACCT_020886,5
ACCT_020889,4
ACCT_020890,4
ACCT_020899,1
ACCT_020908,4
ACCT_020925,4
ACCT_020926,5
ACCT_020934,4
ACCT_020944,3
ACCT_020949,1
ACCT_020955,5
ACCT_020956,4
ACCT_020972,4
ACCT_020975,4
ACCT_020977,4
ACCT_020978,1
ACCT_020983,1
ACCT_020990,1
ACCT_020993,4
ACCT_020996,1
ACCT_020997,1
ACCT_020999,4
ACCT_021006,1
ACCT_021009,5
ACCT_021010,4
ACCT_021011,1
ACCT_021018,1
ACCT_021019,0
ACCT_021022,1
ACCT_021027,5
ACCT_021028,1
ACCT_021032,4
ACCT_021041,3
ACCT_021042,4
ACCT_021043,1
ACCT_021047,1
ACCT_021048,4
ACCT_021062,4
ACCT_021068,4
ACCT_021081,4
ACCT_021092,4
ACCT_021093,4
ACCT_021095,5
ACCT_021097,4
ACCT_021100,4
ACCT_021110,1
ACCT_021115,1
ACCT_021124,5
ACCT_021134,4
ACCT_021140,1
ACCT_021145,4
ACCT_021146,1
ACCT_021147,5
ACCT_021156,5
ACCT_021160,4
ACCT_021161,4
ACCT_021165,4
ACCT_021172,5
ACCT_021175,4
ACCT_021179,4
ACCT_021183,4
ACCT_021188,5
ACCT_021192,4
ACCT_021202,1
ACCT_021204,1
ACCT_021206,4
ACCT_021215,1
ACCT_021223,4
ACCT_021226,1
ACCT_021231,4
ACCT_021232,1
ACCT_021233,1
ACCT_021237,3
ACCT_021243,4
ACCT_021267,4
ACCT_021271,4
ACCT_021274,4
ACCT_021276,4
ACCT_021285,2
ACCT_021289,1
ACCT_021291,4
ACCT_021295,4
ACCT_021311,1
ACCT_021317,5
ACCT_021318,4
ACCT_021336,4
ACCT_021344,5
ACCT_021345,1
ACCT_021351,5
ACCT_021356,4
ACCT_021358,5
ACCT_021360,5
ACCT_021361,1
ACCT_021371,5
ACCT_021375,4
ACCT_021377,4
ACCT_021378,4
ACCT_021387,4
ACCT_021390,1
ACCT_021391,3
ACCT_021401,1
ACCT_021404,4
ACCT_021405,1
ACCT_021408,4
ACCT_021413,4
ACCT_021418,4
ACCT_021424,1
ACCT_021425,1
ACCT_021427,1
ACCT_021430,4
ACCT_021433,4
ACCT_021439,1
ACCT_021444,1
ACCT_021454,5
ACCT_021456,1
ACCT_021464,5
ACCT_021465,3
ACCT_021467,4
ACCT_021469,1
ACCT_021474,1
ACCT_021477,4
ACCT_021484,4
ACCT_021485,4
ACCT_021486,3
ACCT_021487,1
ACCT_021488,1
ACCT_021490,4
ACCT_021491,1
ACCT_021503,3
ACCT_021511,0
ACCT_021512,5
ACCT_021514,4
ACCT_021519,4
ACCT_021521,4
ACCT_021522,3
ACCT_021523,1
ACCT_021528,4
ACCT_021534,4
ACCT_021555,4
ACCT_021557,4
ACCT_021558,5
ACCT_021559,5
ACCT_021561,4
ACCT_021569,1
ACCT_021570,4
ACCT_021572,3
ACCT_021574,4
ACCT_021577,4
ACCT_021588,4
ACCT_021590,5
ACCT_021592,4
ACCT_021594,4
ACCT_021596,4
ACCT_021610,4
ACCT_021612,4
ACCT_021616,5
ACCT_021617,1
ACCT_021625,4
ACCT_021631,4
ACCT_021636,4
ACCT_021640,4
ACCT_021645,4
ACCT_021654,1
ACCT_021665,4
ACCT_021666,4
ACCT_021674,5
ACCT_021676,1
ACCT_021678,4
ACCT_021692,4
ACCT_021695,3
ACCT_021697,5
ACCT_021699,1
ACCT_021715,3
ACCT_021723,1
ACCT_021725,0
ACCT_021726,2
ACCT_021729,0
ACCT_021740,1
ACCT_021745,5
ACCT_021747,1
ACCT_021755,4
ACCT_021756,1
ACCT_021757,1
ACCT_021758,3
ACCT_021775,5
ACCT_021776,3
ACCT_021782,1
ACCT_021785,4
ACCT_021789,1
ACCT_021795,4
ACCT_021796,4
ACCT_021807,1
ACCT_021808,1
ACCT_021810,1
ACCT_021811,1
ACCT_021812,4
ACCT_021824,5
ACCT_021831,4
ACCT_021833,1
ACCT_021842,4
ACCT_021844,4
ACCT_021848,4
ACCT_021849,0
ACCT_021850,4
ACCT_021856,4
ACCT_021857,1
ACCT_021858,4
ACCT_021866,4
ACCT_021868,1
ACCT_021869,1
ACCT_021871,0
ACCT_021873,4
ACCT_021875,1
ACCT_021880,1
ACCT_021895,5
ACCT_021900,4
ACCT_021905,4
ACCT_021915,4
ACCT_021920,4
ACCT_021930,4
ACCT_021933,2
ACCT_021943,5
ACCT_021961,4
ACCT_021966,1
ACCT_021971,4
ACCT_021972,2
ACCT_021975,4
ACCT_021979,1
ACCT_021985,3
ACCT_022001,1
ACCT_022009,5
ACCT_022019,4
ACCT_022029,1
ACCT_022033,1
ACCT_022036,1
ACCT_022040,3
ACCT_022042,1
ACCT_022052,4
ACCT_022056,4
ACCT_022062,5
ACCT_022063,4
ACCT_022065,4
ACCT_022066,1
ACCT_022073,4
ACCT_022079,1
ACCT_022081,4
ACCT_022082,4
ACCT_022083,5
ACCT_022089,4
ACCT_022091,4
ACCT_022099,1
ACCT_022108,1
ACCT_022114,4
ACCT_022125,1
ACCT_022143,1
ACCT_022144,4
ACCT_022147,4
ACCT_022148,5
ACCT_022149,4
ACCT_022155,1
ACCT_022156,1
ACCT_022159,4
ACCT_022160,1
ACCT_022161,4
ACCT_022162,1
ACCT_022174,1
ACCT_022177,4
ACCT_022181,1
ACCT_022185,1
ACCT_022189,1
ACCT_022190,1
ACCT_022192,4
ACCT_022204,0
ACCT_022206,4
ACCT_022207,4
ACCT_022211,4
ACCT_022223,1
ACCT_022225,0
ACCT_022229,4
ACCT_022233,1
ACCT_022234,1
ACCT_022237,4
ACCT_022241,1
ACCT_022251,1
ACCT_022252,4
ACCT_022256,5
ACCT_022258,0
ACCT_022263,1
ACCT_022278,4
ACCT_022285,5
ACCT_022289,0
ACCT_022293,1
ACCT_022297,4
ACCT_022298,1
ACCT_022305,4
ACCT_022311,5
ACCT_022313,5
ACCT_022315,5
ACCT_022317,4
ACCT_022318,3
ACCT_022324,1
ACCT_022328,1
ACCT_022329,0
ACCT_022338,1
ACCT_022346,2
ACCT_022353,5
ACCT_022358,5
ACCT_022361,4
ACCT_022367,4
ACCT_022371,4
ACCT_022376,1
ACCT_022377,4
ACCT_022380,4
ACCT_022381,4
ACCT_022384,1
ACCT_022386,4
ACCT_022401,3
ACCT_022405,4
ACCT_022414,4
ACCT_022420,3
ACCT_022421,4
ACCT_022423,1
ACCT_022425,1
ACCT_022435,1
ACCT_022437,4
ACCT_022441,1
ACCT_022455,1
ACCT_022458,4
ACCT_022461,5
ACCT_022462,4
ACCT_022473,5
ACCT_022474,1
ACCT_022480,1
ACCT_022484,1
ACCT_022486,1
ACCT_022489,1
ACCT_022490,4
ACCT_022495,2
ACCT_022496,1
ACCT_022498,1
ACCT_022504,1
ACCT_022507,1
ACCT_022516,1
ACCT_022517,1
ACCT_022521,0
ACCT_022533,0
ACCT_022540,4
ACCT_022561,4
ACCT_022573,4
ACCT_022575,1
ACCT_022577,4
ACCT_022582,1
ACCT_022586,4
ACCT_022590,4
ACCT_022594,4
ACCT_022596,1
ACCT_022597,4
ACCT_022598,5
ACCT_022603,5
ACCT_022609,4
ACCT_022612,4
ACCT_022619,4
ACCT_022620,1
ACCT_022636,1
ACCT_022644,5
ACCT_022648,4
ACCT_022649,4
ACCT_022651,3
ACCT_022655,3
ACCT_022656,1
ACCT_022657,4
ACCT_022669,1
ACCT_022674,0
ACCT_022675,2
ACCT_022677,1
ACCT_022683,4
ACCT_022685,0
ACCT_022686,1
ACCT_022688,1
ACCT_022691,4
ACCT_022701,0
ACCT_022702,4
ACCT_022708,4
ACCT_022714,1
ACCT_022717,1
ACCT_022720,3
ACCT_022723,3
ACCT_022728,1
ACCT_022731,4
ACCT_022732,5
ACCT_022735,4
ACCT_022744,1
ACCT_022757,4
ACCT_022773,4
ACCT_022781,3
ACCT_022783,1
ACCT_022786,1
ACCT_022794,1
ACCT_022795,4
ACCT_022820,5
ACCT_022838,1
ACCT_022840,1
ACCT_022853,1
ACCT_022855,4
ACCT_022859,4
ACCT_022860,4
ACCT_022862,4
ACCT_022870,4
ACCT_022874,0
ACCT_022875,1
ACCT_022877,4
ACCT_022880,4
ACCT_022886,1
ACCT_022889,4
ACCT_022903,4
ACCT_022907,1
ACCT_022913,4
ACCT_022918,2
ACCT_022931,4
ACCT_022941,0
ACCT_022948,1
ACCT_022954,4
ACCT_022964,4
ACCT_022969,1
ACCT_022971,1
ACCT_022979,4
ACCT_022981,4
ACCT_022983,1
ACCT_022991,4
ACCT_022994,4
ACCT_023000,2
ACCT_023002,4
ACCT_023017,2
ACCT_023021,4
ACCT_023028,4
ACCT_023036,4
ACCT_023039,1
ACCT_023041,1
ACCT_023046,0
ACCT_023048,3
ACCT_023049,4
ACCT_023051,1
ACCT_023052,1
ACCT_023080,5
ACCT_023085,4
ACCT_023089,1
ACCT_023090,4
ACCT_023099,4
ACCT_023107,4
ACCT_023108,1
ACCT_023111,4
ACCT_023113,1
ACCT_023122,4
ACCT_023135,5
ACCT_023153,4
ACCT_023154,1
ACCT_023158,1
ACCT_023166,1
ACCT_023170,4
ACCT_023172,1
ACCT_023173,5
ACCT_023174,4
ACCT_023178,1
ACCT_023184,4
ACCT_023192,0
ACCT_023203,4
ACCT_023207,1
ACCT_023226,5
ACCT_023232,1
ACCT_023238,1
ACCT_023246,1
